"ID"	"product"	"gene"	"SRR15309076"	"SRR15309078"	"SRR15309074"	"SRR15309066"	"SRR15309082"	"SRR15309080"	"SRR15309070"	"SRR15309065"	"SRR15309072"	"SRR15309068"	"SRR15309063"	"SRR15309061"
"b2625"	"CP4-57 prophage protein YfjI"	"yfjI"	8	21	9	11	11	15	15	31	12	10	11	14
"b2626"	"CP4-57 prophage protein YfjJ"	"yfjJ"	3	5	9	7	7	4	8	27	13	4	9	9
"b2627"	"CP4-57 prophage putative helicase YfjK"	"abpB"	557	600	840	458	821	620	297	725	952	288	519	432
"b2628"	"CP4-57 prophage anti-bacteriophage protein"	"abpA"	641	812	982	557	906	661	365	984	1023	378	1151	1039
"b2629"	"CP4-57 prophage protein YfjM"	"yfjM"	14	19	28	13	27	12	9	28	32	5	24	45
"b2630"	"CP4-57 prophage RNase LS  toxin of the RnlAB toxin-antitoxin system"	"rnlA"	637	1127	910	714	1354	987	508	1664	1035	551	952	793
"b2631"	"CP4-57 prophage antitoxin RnlB"	"rnlB"	150	243	245	164	231	197	101	321	321	100	154	143
"b2632"	"CP4-57 prophage putative GTP-binding protein YfjP"	"yfjP"	25	32	67	51	44	31	32	45	79	23	22	36
"b2633"	"CP4-57 prophage DUF932 domain-containing protein YfjQ"	"yfjQ"	20	20	22	15	38	23	11	30	44	9	16	15
"b2634"	"CP4-57 prophage putative DNA-binding transcriptional regulator YfjR"	"yfjR"	15	20	37	28	22	31	11	32	33	17	31	28
"b2635"	"CP4-57 prophage uncharacterized protein YpjK"	"ypjK"	4	2	0	0	0	1	1	4	2	1	0	7
"b2636"	"CP4-57 prophage inner membrane lipoprotein YfjS"	"yfjS"	9	9	10	18	16	10	8	31	14	7	6	11
"b2637"	"CP4-57 prophage uncharacterized protein YfjT"	"yfjT"	68	54	159	28	43	38	35	69	125	24	33	44
"b2638"	"CP4-57 prophage putative arsenate reductase-like protein YfjU"	"yfjU"	148	154	176	83	159	114	29	118	243	45	74	52
"b2642"	"CP4-57 prophage uncharacterized protein YfjW"	"yfjW"	204	215	312	173	226	168	146	488	337	187	213	183
"b2643"	"CP4-57 prophage putative antirestriction protein YfjX"	"yfjX"	30	17	30	14	28	21	16	35	38	14	20	15
"b2644"	"CP4-57 prophage RadC-like JAB domain-containing protein YfjY"	"yfjY"	3	7	7	5	8	7	6	13	9	5	4	7
"b2645"	"CP4-57 prophage putative antitoxin of the YpjF-YfjZ toxin-antitoxin system"	"yfjZ"	1	0	5	10	3	4	8	1	4	2	3	0
"b2646"	"CP4-57 prophage toxin of the YpjF-YfjZ toxin-antitoxin system"	"ypjF"	7	8	19	9	10	8	4	6	18	11	5	10
"b2647"	"adhesin-like autotransporter YpjA"	"ypjA"	290	361	456	190	317	191	112	204	684	126	119	93
"b2649"	"DUF5508 domain-containing protein YpjB"	"ypjB"	2	4	3	2	4	3	2	13	7	3	4	12
"b2650"	"DUF5507 domain-containing protein YpjC"	"ypjC"	0	1	0	0	0	2	0	0	1	0	0	0
"b2659"	"glutarate hydroxylase GlaH"	"glaH"	14147	5107	9085	366	2457	1042	284	303	13456	148	114	79
"b2660"	"L-2-hydroxyglutarate dehydrogenase"	"lhgD"	9884	4105	7019	364	2735	1293	278	311	10092	163	161	132
"b2661"	"succinate-semialdehyde dehydrogenase (NADP(+)) GabD"	"gabD"	10310	4426	7755	398	4033	2151	306	379	10116	191	405	335
"b2662"	"4-aminobutyrate aminotransferase GabT"	"gabT"	11455	4812	11061	381	5067	2714	279	306	12564	189	512	301
"b2663"	"4-aminobutanoate:H(+) symporter"	"gabP"	2844	1209	2476	121	1190	639	78	82	3081	35	79	96
"b2664"	"DNA-binding transcriptional repressor GlaR"	"glaR"	1035	620	1136	280	600	350	104	209	1505	75	129	142
"b2665"	"K(+) binding protein"	"kbp"	2184	1263	4852	191	1557	893	159	201	5882	124	320	415
"b2666"	"Pmp3 family protein YqaE"	"yqaE"	58	60	138	34	70	53	26	36	190	20	10	26
"b2667"	"putative DNA-binding transcriptional regulator YgaV"	"ygaV"	15	22	31	22	26	17	36	76	42	30	55	57
"b2668"	"thiosulfate sulfurtransferase YgaP"	"ygaP"	54	75	65	98	78	87	77	195	70	99	127	121
"b2669"	"DNA-binding transcriptional repressor StpA with RNA chaperone activity"	"stpA"	136	403	177	178	263	212	116	476	194	149	162	180
"b2670"	"L-alanine exporter"	"alaE"	1157	752	1967	76	951	733	38	101	2961	33	234	256
"b2671"	"DUF2002 domain-containing protein YgaC"	"ygaC"	148	138	156	31	140	77	22	47	260	15	15	14
"b2672"	"DUF883 domain-containing protein YgaM"	"ygaM"	1095	828	1639	147	686	360	83	84	2932	52	116	107
"b2673"	"glutaredoxin-like protein NrdH"	"nrdH"	293	161	388	66	111	107	51	62	643	17	31	35
"b2674"	"dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI"	"nrdI"	195	90	237	39	72	54	30	16	375	6	30	14
"b2675"	"ribonucleoside-diphosphate reductase 2 subunit alpha"	"nrdE"	1062	606	1409	267	707	577	329	223	2031	105	247	320
"b2676"	"ribonucleoside-diphosphate reductase 2 subunit beta"	"nrdF"	267	120	342	79	193	155	107	72	399	38	99	67
"b2677"	"glycine betaine ABC transporter ATP binding subunit ProV"	"proV"	1195	2705	1909	8721	3021	2344	5075	14048	1540	5361	2217	2214
"b2678"	"glycine betaine ABC transporter membrane subunit ProW"	"proW"	449	1131	782	5134	1764	1482	2532	6190	682	2598	1388	1461
"b2679"	"glycine betaine ABC transporter periplasmic binding protein ProX"	"proX"	1248	2600	1593	18067	5188	3685	12694	17813	1627	8762	7127	6841
"b2682"	"L-valine exporter  YgaZ component"	"ygaZ"	369	846	576	1175	899	689	675	2296	707	824	981	931
"b2683"	"L-valine exporter  YgaH component"	"ygaH"	92	180	126	331	200	144	171	519	159	282	285	183
"b2684"	"DNA-binding transcriptional repressor MprA"	"mprA"	438	668	730	1241	868	636	720	2758	874	1025	1030	897
"b2685"	"multidrug efflux pump membrane fusion protein EmrA"	"emrA"	176	252	241	273	328	224	159	861	317	326	210	194
"b2686"	"multidrug efflux pump membrane subunit EmrB"	"emrB"	133	206	223	266	296	272	105	444	243	231	127	81
"b2687"	"S-ribosylhomocysteine lyase"	"luxS"	2863	2858	4183	2319	4310	3207	1464	2908	4637	1315	1471	1993
"b2688"	"glutamate--cysteine ligase"	"gshA"	3600	4384	5294	4169	6083	4221	2552	6673	5897	2588	2882	2474
"b2689"	"DedA family protein YqaA"	"yqaA"	418	536	506	648	545	389	405	878	650	338	387	289
"b2690"	"fructose-1-phosphate phosphatase YqaB"	"yqaB"	265	428	463	735	560	461	424	835	562	405	507	473
"b2696"	"carbon storage regulator"	"csrA"	3254	3691	5212	2518	3909	2781	2079	5189	5115	1847	2721	3117
"b2697"	"alanine--tRNA ligase/DNA-binding transcriptional repressor"	"alaS"	8678	16322	10475	14568	24704	18413	10128	26232	13362	11433	6630	6392
"b2698"	"RecA inhibitor RecX"	"recX"	49	61	84	71	83	76	33	108	129	32	48	63
"b2699"	"DNA recombination/repair protein RecA"	"recA"	2380	2842	2772	4801	4187	3061	3409	6834	3918	2837	3918	3503
"b2700"	"NMN aminohydrolase"	"pncC"	173	212	180	367	300	182	231	528	298	260	167	159
"b2701"	"membrane-bound lytic murein transglycosylase B"	"mltB"	377	522	569	367	614	417	257	535	749	321	185	158
"b2702"	"sorbitol-specific PTS enzyme IIC2 component"	"srlA"	79	322	223	3677	336	196	2769	3974	221	3325	10651	2874
"b2703"	"sorbitol-specific PTS enzyme IIBC1 component"	"srlE"	145	503	244	5860	518	371	3982	5845	381	5079	11596	4052
"b2704"	"sorbitol-specific PTS enzyme IIA component"	"srlB"	32	110	66	1228	104	80	790	1117	65	806	2291	992
"b2705"	"sorbitol-6-phosphate 2-dehydrogenase"	"srlD"	246	656	489	6209	710	752	4191	6558	426	5102	14432	6203
"b2706"	"DNA-binding transcriptional activator GutM"	"gutM"	39	67	82	471	68	63	328	925	65	584	2150	399
"b2707"	"DNA-binding transcriptional repressor SrlR"	"srlR"	320	542	326	1025	605	444	898	2164	404	992	2935	1669
"b2708"	"D-arabinose 5-phosphate isomerase GutQ"	"gutQ"	250	432	341	1673	553	481	828	1780	364	949	2164	1524
"b2709"	"DNA-binding transcriptional dual regulator NorR"	"norR"	271	248	389	345	279	251	147	275	559	146	315	278
"b2710"	"anaerobic nitric oxide reductase flavorubredoxin"	"norV"	78	76	150	49	111	64	22	71	154	28	32	50
"b2711"	"NADH:flavorubredoxin reductase"	"norW"	39	39	86	31	47	46	15	36	53	12	11	30
"b2712"	"carbamoyl--[HypE] ligase"	"hypF"	152	200	272	294	404	344	149	342	362	144	546	612
"b2713"	"putative electron transport protein HydN"	"hydN"	24	25	45	11	27	19	14	22	45	15	14	23
"b2714"	"DNA-binding transcriptional repressor AscG"	"ascG"	127	202	146	239	224	108	129	204	268	161	76	98
"b2715"	"beta-glucoside specific PTS enzyme IIBC component"	"ascF"	109	129	170	183	176	136	127	214	184	73	98	111
"b2716"	"6-phospho-beta-glucosidase AscB"	"ascB"	181	205	202	263	247	136	158	382	275	185	169	101
"b2717"	"hydrogenase 3 maturation protease"	"hycI"	140	162	173	207	175	115	127	252	189	74	188	223
"b2718"	"formate hydrogenlyase assembly protein"	"hycH"	24	45	50	39	26	31	17	50	36	12	31	19
"b2719"	"formate hydrogenlyase subunit HycG"	"hycG"	29	29	33	25	41	36	11	47	55	17	36	10
"b2720"	"formate hydrogenlyase subunit HycF"	"hycF"	7	18	21	14	31	6	4	28	18	7	17	3
"b2721"	"formate hydrogenlyase subunit HycE"	"hycE"	49	39	46	43	54	39	34	47	71	22	20	57
"b2722"	"formate hydrogenlyase subunit HycD"	"hycD"	18	13	17	18	11	4	9	24	19	2	5	13
"b2723"	"formate hydrogenlyase subunit HycC"	"hycC"	26	17	26	26	39	12	18	25	34	13	12	16
"b2724"	"formate hydrogenlyase subunit HycB"	"hycB"	2	5	7	3	3	12	5	11	12	8	3	2
"b2725"	"regulator of the transcriptional regulator FhlA"	"hycA"	2	1	6	4	1	2	4	4	4	2	7	10
"b2726"	"hydrogenase 3 nickel incorporation protein HypA"	"hypA"	11	14	11	13	79	40	12	90	26	38	416	277
"b2727"	"hydrogenase isoenzymes nickel incorporation protein HypB"	"hypB"	127	175	146	241	410	297	160	813	146	304	5484	3222
"b2728"	"hydrogenase 3 maturation protein HypC"	"hypC"	6	8	1	19	27	15	2	58	11	23	213	138
"b2729"	"Fe-(CN)2CO cofactor assembly scaffold protein HypD"	"hypD"	156	215	203	420	322	210	305	1052	239	417	2960	1844
"b2730"	"hydrogenase maturation protein  carbamoyl dehydratase"	"hypE"	189	233	378	278	342	246	174	967	375	330	1515	1017
"b2731"	"DNA-binding transcriptional activator FhlA"	"fhlA"	385	321	657	176	352	207	65	205	777	82	313	195
"b2732"	"protein YgbA"	"ygbA"	156	62	214	25	75	47	25	38	271	14	37	42
"b2733"	"DNA mismatch repair protein MutS"	"mutS"	1164	1574	1287	2354	2630	1775	1238	3140	1483	1433	1066	1090
"b2734"	"phosphoprotein phosphatase 2"	"pphB"	10	17	12	17	22	19	10	42	19	10	14	8
"b2735"	"putative DeoR-type DNA-binding transcriptional regulator YgbI"	"ygbI"	151	215	182	398	290	178	179	269	295	191	190	186
"b2736"	"putative L-threonate dehydrogenase"	"ygbJ"	21	29	56	131	37	21	65	161	48	51	179	140
"b2737"	"putative 3-oxo-tetronate kinase YgbK"	"ygbK"	57	83	108	192	88	60	142	307	93	122	292	228
"b2738"	"putative 3-oxo-tetronate 4-phosphate decarboxylase YgbL"	"ygbL"	11	34	12	87	37	32	54	91	25	58	106	94
"b2739"	"putative 2-oxo-tetronate isomerase YgbM"	"ygbM"	41	32	35	92	58	52	72	141	62	52	141	74
"b2740"	"putative transporter YgbN"	"ygbN"	49	69	59	79	65	43	42	92	66	43	48	41
"b2741"	"RNA polymerase  sigma S (sigma 38) factor"	"rpoS"	9828	8996	13414	7047	9756	6454	3915	5472	17442	2749	4285	3194
"b2742"	"murein hydrolase activator NlpD"	"nlpD"	6273	6658	6705	3067	7086	3432	2532	2836	11664	1894	1439	1081
"b2743"	"L-isoaspartate protein carboxylmethyltransferase type II"	"pcm"	489	663	578	622	953	673	391	892	796	484	532	344
"b2744"	"broad specificity 5prime(3prime)-nucleotidase and polyphosphatase"	"umpG"	789	1085	976	1174	1446	1034	629	1420	1289	744	947	721
"b2745"	"tRNA pseudouridine(13) synthase"	"truD"	863	1314	1076	1367	1836	1354	801	2022	1377	1039	815	767
"b2746"	"2-C-methyl-D-erythritol 2 4-cyclodiphosphate synthase"	"ispF"	168	315	188	468	421	315	164	463	302	248	96	83
"b2747"	"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase"	"ispD"	251	448	337	598	565	483	337	966	402	434	185	190
"b2748"	"cell division protein FtsB"	"ftsB"	326	472	416	617	506	394	354	898	652	343	235	283
"b2749"	"DUF3561 domain-containing inner membrane protein YgbE"	"ygbE"	296	273	562	315	304	154	164	425	797	183	73	90
"b2750"	"adenylyl-sulfate kinase"	"cysC"	936	105	1827	20	459	255	26	30	3411	7	8	14
"b2751"	"sulfate adenylyltransferase subunit 1"	"cysN"	14210	796	25335	131	3919	2887	66	92	34742	61	94	116
"b2752"	"sulfate adenylyltransferase subunit 2"	"cysD"	16804	430	25838	48	2470	2013	36	85	30057	29	44	51
"b2753"	"alkaline phosphatase isozyme conversion protein"	"iap"	401	366	493	264	539	406	181	440	633	218	302	163
"b2754"	"CRISPR-associated endoribonuclease Cas2"	"cas2"	17	22	12	26	38	17	20	43	42	22	9	4
"b2755"	"multifunctional nuclease Cas1"	"cas1"	60	67	72	55	67	63	21	80	124	36	35	65
"b2756"	"pre-CRISPR RNA endonuclease"	"casE"	28	41	57	30	47	41	21	49	81	27	37	8
"b2757"	"type I-E CRISPR system Cascade subunit CasD"	"casD"	40	55	71	23	51	26	36	68	99	26	20	22
"b2758"	"type I-E CRISPR system Cascade subunit CasC"	"casC"	56	54	67	34	74	30	24	117	98	46	54	45
"b2759"	"type I-E CRISPR system Cascade subunit CasB"	"casB"	9	18	28	17	20	21	15	30	44	8	27	5
"b2760"	"type I-E CRISPR system Cascade subunit CasA"	"casA"	15	38	26	17	26	20	10	24	77	19	9	9
"b2761"	"CRISPR-associated endonuclease/helicase Cas3"	"cas3"	88	121	165	110	196	123	91	200	196	89	437	219
"b2762"	"phosphoadenosine phosphosulfate reductase"	"cysH"	2633	999	12077	64	3765	2871	23	65	16170	38	32	46
"b2763"	"sulfite reductase  hemoprotein subunit"	"cysI"	11652	1385	27646	95	8351	6292	37	128	35501	50	54	68
"b2764"	"sulfite reductase  flavoprotein subunit"	"cysJ"	23600	825	40579	115	7416	6176	46	157	44530	59	75	65
"b2765"	"6-carboxy-5 6 7 8-tetrahydropterin synthase"	"queD"	112	121	129	158	270	245	111	393	161	128	118	125
"b2766"	"putative oxidoreductase with FAD/NAD(P)-binding domain"	"ygcN"	88	143	89	315	182	127	188	514	106	240	434	387
"b2767"	"putative 4Fe-4S cluster-containing protein"	"ygcO"	11	17	7	17	23	14	13	65	12	19	37	13
"b2768"	"putative anti-terminator regulatory protein"	"ygcP"	20	53	33	126	59	40	73	264	30	101	95	55
"b2769"	"putative flavoprotein"	"ygcQ"	20	24	21	26	29	11	18	44	40	24	12	27
"b2770"	"putative flavoprotein"	"ygcR"	6	31	11	9	20	16	7	17	13	11	6	12
"b2771"	"putative transporter YgcS"	"ygcS"	16	14	20	9	16	5	8	20	14	3	5	5
"b2774"	"putative deoxygluconate dehydrogenase"	"ygcW"	2	11	8	28	12	10	12	32	8	11	11	10
"b2775"	"putative transport protein YqcE"	"yqcE"	43	79	55	69	58	30	51	136	67	40	86	42
"b2776"	"putative sugar kinase YgcE"	"ygcE"	58	59	55	63	63	60	57	137	84	62	76	60
"b2777"	"putative 7-carboxy-7-deazaguanine synthase QueE"	"queE"	134	170	143	127	231	127	92	145	212	119	62	72
"b2778"	"protein YgcG"	"ygcG"	8	6	15	2	4	6	7	16	7	8	6	2
"b2779"	"enolase"	"eno"	14224	18031	23112	16879	29654	23157	12609	30398	26503	11331	14543	15300
"b2780"	"CTP synthetase"	"pyrG"	3598	4788	5267	3208	8366	6837	1863	7509	6197	2817	2859	3165
"b2781"	"nucleoside triphosphate pyrophosphohydrolase"	"mazG"	406	496	503	377	599	401	271	673	818	374	215	208
"b2782"	"endoribonuclease toxin MazF"	"mazF"	112	155	81	108	161	69	77	174	174	93	84	93
"b2783"	"antitoxin of the MazF-MazE toxin-antitoxin system MazE"	"mazE"	105	140	81	167	162	79	115	189	143	104	90	74
"b2784"	"GDP/GTP pyrophosphokinase"	"relA"	2309	3122	2651	3988	3757	2444	2365	3829	3528	2156	2402	2092
"b2785"	"23S rRNA m(5)U1939 methyltransferase"	"rlmD"	305	405	428	475	531	360	289	451	559	311	308	309
"b2786"	"sensor histidine kinase BarA"	"barA"	554	782	787	946	1092	839	609	1568	800	651	1202	1015
"b2787"	"D-glucarate dehydratase"	"gudD"	136	111	205	240	150	106	106	145	358	136	244	52
"b2788"	"glucarate dehydratase-related protein"	"gudX"	77	45	110	126	49	49	75	103	167	67	353	119
"b2789"	"galactarate/D-glucarate transporter GudP"	"gudP"	52	40	138	320	23	35	102	207	196	149	1523	267
"b2790"	"putative flavodoxin YqcA"	"yqcA"	438	648	550	1251	703	496	795	1166	677	548	1195	1126
"b2791"	"tRNA pseudouridine(65) synthase"	"truC"	182	256	236	214	371	282	98	323	321	124	165	153
"b2792"	"DUF446 domain-containing protein YqcC"	"yqcC"	195	227	248	84	244	167	76	129	289	59	178	144
"b2793"	"SecY-interacting protein"	"syd"	218	299	304	276	199	162	235	576	397	227	241	296
"b2794"	"7-cyano-7-deazaguanine reductase"	"queF"	452	693	653	869	972	632	479	1259	735	548	675	477
"b2795"	"nucleotide 5prime-monophosphate nucleosidase"	"ppnN"	4191	4613	4042	7357	5590	3297	6734	13784	4592	5532	9679	6383
"b2796"	"L-serine:H(+) symporter SdaC"	"sdaC"	2434	7282	2091	11723	17581	13974	6243	24860	2500	8059	5224	7181
"b2797"	"L-serine deaminase II"	"sdaB"	1109	3512	760	4304	8309	7123	2185	11385	872	3873	1620	2498
"b2798"	"flap endonuclease"	"ygdG"	150	281	192	384	309	259	236	479	185	228	371	306
"b2799"	"L-1 2-propanediol oxidoreductase"	"fucO"	435	473	346	990	402	285	647	1114	453	506	1036	742
"b2800"	"L-fuculose-phosphate aldolase"	"fucA"	169	136	78	167	121	63	156	211	109	134	286	116
"b2801"	"L-fucose:H(+) symporter"	"fucP"	63	70	47	179	122	66	129	421	48	158	318	189
"b2802"	"L-fucose isomerase"	"fucI"	174	261	191	941	298	223	751	1824	214	940	1477	588
"b2803"	"L-fuculokinase"	"fucK"	126	205	106	412	177	101	388	800	133	425	527	221
"b2804"	"L-fucose mutarotase"	"fucU"	120	153	224	286	132	99	197	315	233	194	268	154
"b2805"	"DNA-binding transcriptional activator FucR"	"fucR"	921	1082	906	2040	1225	834	1494	2552	962	982	1494	1600
"b2806"	"23S rRNA 2prime-O-ribose C2498 methyltransferase"	"rlmM"	477	609	609	748	754	546	436	981	674	426	327	378
"b2807"	"DUF423 domain-containing inner membrane protein YgdD"	"ygdD"	74	80	75	95	81	49	63	140	93	53	21	41
"b2808"	"DNA-binding transcriptional dual regulator GcvA"	"gcvA"	385	550	504	426	419	311	375	840	599	335	237	198
"b2809"	"DUF903 domain-containing lipoprotein YgdI"	"ygdI"	1345	519	2305	92	828	557	64	128	2727	59	125	127
"b2810"	"cysteine sulfinate desulfinase"	"csdA"	520	725	806	644	956	719	362	951	863	407	477	493
"b2811"	"sulfur acceptor protein CsdE"	"csdE"	142	251	236	282	327	289	140	405	297	192	212	231
"b2812"	"tRNA threonylcarbamoyladenosine dehydratase"	"tcdA"	326	561	517	505	778	615	222	601	539	288	244	278
"b2813"	"membrane-bound lytic murein transglycosylase A"	"mltA"	505	624	553	578	949	637	355	962	717	484	315	350
"b2817"	"N-acetylmuramoyl-L-alanine amidase C"	"amiC"	553	1017	856	1734	1316	995	925	1924	1061	887	715	696
"b2818"	"N-acetylglutamate synthase"	"argA"	168	237	268	267	274	209	122	315	295	111	173	170
"b2819"	"exodeoxyribonuclease V subunit RecD"	"recD"	466	565	686	990	831	675	466	1466	797	548	550	593
"b2820"	"exodeoxyribonuclease V subunit RecB"	"recB"	1470	2008	1817	2715	3097	2193	1495	4924	2141	2100	1720	1496
"b2821"	"protease 3"	"ptrA"	739	1012	928	1574	1345	1039	918	2210	1105	985	854	915
"b2822"	"exodeoxyribonuclease V subunit RecC"	"recC"	1446	2042	1894	3296	2616	1687	2151	4339	2252	1854	1991	1851
"b2823"	"prepilin-type N-terminal cleavage/methylation domain-containing protein PpdC"	"ppdC"	57	61	45	68	66	46	49	100	87	33	38	31
"b2824"	"DUF2509 domain-containing protein YgdB"	"ygdB"	22	29	17	19	37	7	10	29	36	6	16	32
"b2825"	"prepilin-type N-terminal cleavage/methylation domain-containing protein PpdB"	"ppdB"	41	50	34	86	42	43	34	60	59	25	28	24
"b2826"	"prepilin-type N-terminal cleavage/methylation domain-containing protein PpdA"	"ppdA"	43	26	24	40	26	25	22	46	39	27	28	27
"b2827"	"thymidylate synthase"	"thyA"	712	1210	895	1258	1635	1214	760	2462	1137	1170	648	627
"b2828"	"phosphatidylglycerol--prolipoprotein diacylglyceryl transferase"	"lgt"	622	937	985	1084	1100	787	688	1941	1120	791	536	502
"b2829"	"phosphoenolpyruvate-protein phosphotransferase PtsP"	"ptsP"	3173	4267	4516	5306	5521	4122	2928	6630	5452	2860	3250	2833
"b2830"	"RNA pyrophosphohydrolase"	"rppH"	1295	1799	1662	1391	1881	1389	1180	2392	1981	1027	1331	1255
"b2831"	"DNA mismatch repair protein MutH"	"mutH"	102	130	157	211	149	92	120	254	177	108	177	94
"b2832"	"UPF0053 inner membrane protein YgdQ"	"ygdQ"	205	272	296	248	244	151	140	376	308	138	166	248
"b2833"	"DUF903 domain-containing lipoprotein YgdR"	"ygdR"	407	461	401	569	423	328	395	501	566	222	378	690
"b2834"	"putative NADP(H)-dependent aldo-keto reductase Tas"	"tas"	1923	2482	3210	4164	2734	1933	2883	4767	3404	2172	2343	2546
"b2835"	"lysophospholipid transporter"	"lplT"	219	286	379	648	356	241	254	627	377	264	158	261
"b2836"	"fused 2-acylglycerophospho-ethanolamine acyltransferase/acyl-acyl carrier protein synthetase"	"aas"	621	889	992	1454	982	755	935	1844	1072	806	656	698
"b2837"	"DNA-binding transcriptional dual regulator GalR"	"galR"	677	938	881	1248	838	563	787	1383	938	788	861	729
"b2838"	"diaminopimelate decarboxylase"	"lysA"	147	202	145	197	258	165	119	241	152	100	86	145
"b2839"	"DNA-binding transcriptional dual regulator LysR"	"lysR"	93	133	127	235	157	113	162	350	134	117	180	149
"b2840"	"amino acid racemase YgeA"	"ygeA"	373	462	502	426	649	396	352	703	691	342	245	181
"b2841"	"arabinose:H(+) symporter"	"araE"	127	146	169	209	182	151	102	210	194	70	109	136
"b2842"	"putative 2-keto-3-deoxy-D-gluconate dehydrogenase"	"kduD"	125	156	120	225	198	125	161	264	140	154	159	156
"b2843"	"5-dehydro-4-deoxy-D-glucuronate isomerase"	"kduI"	89	171	139	298	220	157	239	383	149	195	164	170
"b2844"	"putative acyltransferase"	"yqeF"	1682	2371	1703	4254	2714	1813	2426	4509	2200	2108	651	740
"b2845"	"putative transporter YqeG"	"yqeG"	436	722	557	637	865	660	407	1248	639	435	309	283
"b2846"	"putative LuxR family transcriptional regulator YqeH"	"yqeH"	17	29	29	21	17	16	24	41	53	15	26	11
"b2847"	"putative transcriptional regulator YqeI"	"yqeI"	26	39	38	36	59	32	35	78	46	19	105	121
"b2848"	"protein YqeJ"	"yqeJ"	11	9	15	11	9	6	4	15	9	6	17	26
"b2849"	"protein YqeK"	"yqeK"	3	1	5	3	0	1	2	6	1	0	0	4
"b2851"	"TPR repeat-containing putative chaperone YgeG"	"ygeG"	0	1	6	1	3	0	0	6	2	3	2	0
"b2852"	"putative transcriptional regulator YgeH"	"ygeH"	7	8	9	3	8	7	8	26	12	4	8	15
"b2853"	"protein YgeI"	"ygeI"	3	2	2	0	5	1	2	4	4	1	3	0
"b2860"	"IS2 insertion element protein InsB"	"insD4"	13	10	11	19	17	3	4	30	20	3	12	5
"b2861"	"IS2 insertion element repressor InsA"	"insC4"	17	24	30	1	25	13	6	25	40	10	16	7
"b2863"	"putative lipoprotein YgeQ"	"ygeQ"	76	115	84	80	104	54	46	196	127	61	73	113
"b2865"	"LysM domain-containing putative peptidase lipoprotein YgeR"	"ygeR"	693	1116	826	953	1150	889	667	1337	1018	594	1073	818
"b2866"	"putative xanthine dehydrogenase molybdenum-binding subunit XdhA"	"xdhA"	226	289	223	590	274	171	560	842	302	435	579	327
